0.9573565546	2.1969639992	0.0000000000
3.6581499917	1.3754055113	0.0000000000
6.4986203354	0.7211394588	0.0000000000
7.8118730145	2.6094912616	0.0000000000
9.0700107143	0.0381439988	0.0000000000
9.8247420676	-2.7580057635	0.0000000000
1.4115139655	-3.4269193299	0.0000000000
4.2457751866	-2.4591159079	0.0000000000
3.5753255628	-5.3236038390	0.0000000000
-8.9590362625	-2.3058684331	0.0000000000
-8.2623133625	-4.9574208890	0.0000000000
-8.1245610115	-7.6762142781	0.0000000000
14.6688723304	0.9359538295	0.0000000000
14.9252901914	-1.8855117164	0.0000000000
15.1125388092	-4.7121249342	0.0000000000
-2.6112223661	8.1530708996	0.0000000000
0.0884320692	8.9295797807	0.0000000000
2.8619487710	9.3984431874	0.0000000000
2.6323793704	-8.8016321990	0.0000000000
5.2245870984	-8.0209056527	0.0000000000
7.8931764012	-7.7815927983	0.0000000000
0.9603512486	-14.9409321761	0.0000000000
3.7369843659	-14.7674296447	0.0000000000
6.5148336625	-14.6315366252	0.0000000000
0.4920437761	-20.9109712736	0.0000000000
3.2840885671	-20.8468723214	0.0000000000
6.0763064177	-20.7885462201	0.0000000000
-0.9858211027	14.6366662575	0.0000000000
1.8133009670	14.8062347660	0.0000000000
4.6161722161	14.9340536198	0.0000000000
-3.1110066299	1.3641008313	0.0000000000
-3.5703474213	4.1339407977	0.0000000000
-1.3913510325	5.9025478244	0.0000000000
5.3753051493	-2.6583181809	0.0000000000
0.0114852763	0.0216442201	0.0000000000
