0.9250310305	2.3197863744	0.0000000000
3.7193201420	1.8743107414	0.0000000000
6.5518308175	1.7501545834	0.0000000000
8.0443366137	3.0142575466	0.0000000000
9.2894617288	0.4630734793	0.0000000000
9.8547183706	-2.3183648857	0.0000000000
2.0175465547	-2.9815723025	0.0000000000
4.5545753831	-1.7633770306	0.0000000000
3.9015890826	-4.5023533963	0.0000000000
-8.9336724459	-2.1934000197	0.0000000000
-8.2029375429	-4.8703179633	0.0000000000
-8.0620065635	-7.6397264681	0.0000000000
14.7642691510	1.0586389667	0.0000000000
14.9810094909	-1.7446916745	0.0000000000
15.1289720328	-4.5520474457	0.0000000000
-2.6155969156	8.2713757296	0.0000000000
0.0725215132	9.0795227021	0.0000000000
2.8342968593	9.5853000701	0.0000000000
2.6790618455	-8.5249074189	0.0000000000
5.2677982794	-7.6101533317	0.0000000000
7.9896028975	-7.4244655565	0.0000000000
0.9939486112	-14.7794699293	0.0000000000
3.7750810231	-14.5856702269	0.0000000000
6.5587048317	-14.4453958819	0.0000000000
0.5152488337	-20.7941717566	0.0000000000
3.3089287833	-20.7233691572	0.0000000000
6.1027237188	-20.6635776828	0.0000000000
-0.9867679039	14.7502111796	0.0000000000
1.8118641071	14.9352179228	0.0000000000
4.6134243453	15.0742029661	0.0000000000
-3.0911440903	1.4619784899	0.0000000000
-3.5627255171	4.2248317602	0.0000000000
-1.4157804711	6.0254029588	0.0000000000
5.9999475901	-0.0000423396	0.0000000000
0.0000167011	0.0000057959	0.0000000000
