0.8933195331	2.3298581335	0.0000000000
3.3313113727	1.1036950835	0.0000000000
5.5772837240	0.2540378983	0.0000000000
7.2306011078	2.4450866442	0.0000000000
8.1632303726	-0.2448156831	0.0000000000
8.7033604825	-3.0374840621	0.0000000000
-1.4834342689	-2.9383668564	0.0000000000
1.1586157481	-3.8102146499	0.0000000000
-0.4245074932	-6.1302709621	0.0000000000
-9.7408346890	-1.2293155596	0.0000000000
-9.2209636843	-3.9559624853	0.0000000000
-9.0011635621	-6.7118725332	0.0000000000
14.1043635049	0.8988533805	0.0000000000
14.2770448319	-1.8935193794	0.0000000000
14.4402485337	-4.6886898065	0.0000000000
-2.7021200341	9.0030469511	0.0000000000
0.0858665946	9.4838775738	0.0000000000
2.9396561908	9.7131874801	0.0000000000
1.0817810198	-8.4866060918	0.0000000000
3.7874015996	-7.8788470371	0.0000000000
6.5463276484	-7.6404867386	0.0000000000
0.3012564806	-14.6105814006	0.0000000000
3.0913792160	-14.4580388995	0.0000000000
5.8824112915	-14.3449278169	0.0000000000
0.1014834501	-20.6534785471	0.0000000000
2.8983767108	-20.5890858514	0.0000000000
5.6950100070	-20.5357550153	0.0000000000
-1.0526976496	15.0670265241	0.0000000000
1.7426804669	15.1347793745	0.0000000000
4.5456857691	15.1659029540	0.0000000000
-2.6412889962	3.3070582582	0.0000000000
-3.5042159619	5.6000447803	0.0000000000
-0.8174050503	6.9922572852	0.0000000000
-4.2907535362	4.1904195679	0.0000000000
-0.0174986669	-0.0173538179	0.0000000000
